,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
4049,25.0,male,Master,31927.0,3,RENT,9250.0,MEDICAL,6.54,0.29,2.0,574,No,1
4050,26.0,female,High School,66147.0,2,RENT,13200.0,MEDICAL,14.91,0.2,2.0,577,No,1
4051,24.0,female,High School,46411.0,2,RENT,12000.0,PERSONAL,11.89,0.26,3.0,652,No,1
4052,29.0,female,Associate,85798.0,10,RENT,35000.0,PERSONAL,8.9,0.41,6.0,650,No,1
4053,33.0,male,Bachelor,93638.0,9,RENT,35000.0,DEBTCONSOLIDATION,8.49,0.37,9.0,564,No,1
4054,29.0,male,Associate,12993.0,8,OWN,3250.0,PERSONAL,11.12,0.25,9.0,662,No,1
4055,28.0,male,Bachelor,96892.0,0,RENT,35000.0,EDUCATION,15.62,0.36,10.0,660,No,1
4056,29.0,female,Master,97064.0,7,RENT,35000.0,DEBTCONSOLIDATION,12.68,0.36,10.0,680,No,1
4057,35.0,female,Associate,778515.0,14,MORTGAGE,10000.0,PERSONAL,17.19,0.01,8.0,705,No,1
4058,29.0,male,Bachelor,102938.0,7,RENT,35000.0,PERSONAL,11.99,0.34,8.0,671,No,1
4059,31.0,female,Master,88456.0,8,RENT,35000.0,EDUCATION,19.29,0.4,10.0,656,No,1
4060,34.0,male,High School,107595.0,10,RENT,35000.0,HOMEIMPROVEMENT,18.25,0.33,8.0,576,No,1
4061,27.0,male,Associate,120968.0,6,RENT,35000.0,DEBTCONSOLIDATION,16.11,0.29,9.0,645,No,1
4062,30.0,male,High School,13279.0,6,OWN,5500.0,HOMEIMPROVEMENT,10.36,0.41,8.0,659,No,1
4063,33.0,male,Bachelor,562713.0,11,MORTGAGE,3750.0,DEBTCONSOLIDATION,15.62,0.01,10.0,561,No,1
4064,27.0,female,Bachelor,13320.0,6,OWN,4750.0,PERSONAL,14.72,0.36,7.0,619,No,1
4065,33.0,male,High School,166773.0,10,RENT,35000.0,PERSONAL,18.64,0.21,7.0,664,No,1
4067,31.0,male,Master,181289.0,9,RENT,35000.0,EDUCATION,18.25,0.19,6.0,686,No,1
4068,34.0,male,Bachelor,391934.0,11,MORTGAGE,35000.0,MEDICAL,16.77,0.09,6.0,649,No,1
4069,30.0,male,Associate,98180.0,10,RENT,34000.0,DEBTCONSOLIDATION,10.59,0.35,8.0,649,No,1
4070,28.0,male,Master,14109.0,3,MORTGAGE,2150.0,MEDICAL,10.78,0.15,7.0,659,No,1
4071,29.0,male,Associate,406668.0,5,RENT,24000.0,HOMEIMPROVEMENT,17.8,0.06,8.0,656,No,1
4072,34.0,female,Bachelor,345447.0,12,RENT,15000.0,MEDICAL,12.41,0.04,8.0,663,No,1
4073,34.0,female,High School,85022.0,11,RENT,32000.0,MEDICAL,10.99,0.38,8.0,593,No,1
4074,28.0,male,Associate,14638.0,3,OWN,2325.0,DEBTCONSOLIDATION,6.39,0.16,7.0,620,No,1
4075,28.0,female,High School,88692.0,4,RENT,32000.0,PERSONAL,11.99,0.36,9.0,612,No,1
4076,29.0,male,Bachelor,89726.0,8,RENT,30750.0,DEBTCONSOLIDATION,11.01,0.34,6.0,632,No,1
4077,34.0,female,Bachelor,74814.0,13,RENT,30000.0,MEDICAL,11.71,0.4,8.0,719,No,1
4078,27.0,male,Bachelor,91384.0,6,RENT,30000.0,PERSONAL,10.65,0.33,5.0,691,No,1
4079,29.0,male,Associate,96716.0,7,RENT,30000.0,MEDICAL,12.42,0.31,9.0,642,No,1
4080,34.0,male,Bachelor,97285.0,9,RENT,30000.0,DEBTCONSOLIDATION,6.62,0.31,5.0,661,No,1
4081,29.0,female,Associate,294702.0,8,RENT,8000.0,MEDICAL,14.09,0.03,5.0,680,No,1
4082,32.0,female,High School,346907.0,10,MORTGAGE,25000.0,DEBTCONSOLIDATION,14.83,0.07,10.0,614,No,1
4083,28.0,male,High School,346404.0,7,RENT,25000.0,DEBTCONSOLIDATION,17.93,0.07,8.0,618,No,1
4084,30.0,male,Bachelor,279481.0,8,MORTGAGE,25000.0,MEDICAL,17.93,0.09,9.0,689,No,1
4085,28.0,male,Master,15495.0,8,OWN,3000.0,EDUCATION,9.62,0.19,5.0,596,No,1
4086,31.0,female,Associate,154642.0,8,RENT,30000.0,VENTURE,16.29,0.19,10.0,664,No,1
4087,27.0,male,Associate,310859.0,1,RENT,35000.0,EDUCATION,18.64,0.11,7.0,632,No,1
4088,31.0,female,High School,88324.0,12,RENT,29700.0,HOMEIMPROVEMENT,11.11,0.34,7.0,566,No,1
4089,27.0,female,Associate,98578.0,4,RENT,29000.0,VENTURE,12.69,0.29,6.0,640,No,1
4091,28.0,male,Bachelor,15521.0,4,OWN,2000.0,MEDICAL,10.75,0.13,6.0,711,No,1
4092,27.0,male,Associate,286846.0,7,RENT,12000.0,HOMEIMPROVEMENT,17.27,0.04,7.0,588,No,1
4093,27.0,female,Bachelor,79148.0,0,RENT,28000.0,EDUCATION,7.9,0.35,6.0,541,No,1
4094,34.0,female,Bachelor,15432.0,11,OWN,3250.0,HOMEIMPROVEMENT,10.99,0.21,5.0,715,No,1
4095,32.0,male,Master,243395.0,12,MORTGAGE,25000.0,MEDICAL,14.59,0.1,7.0,694,No,1
4096,29.0,male,Bachelor,15212.0,9,OWN,4500.0,HOMEIMPROVEMENT,11.14,0.3,6.0,611,No,1
4097,35.0,female,Associate,105990.0,8,RENT,28000.0,MEDICAL,18.62,0.26,10.0,591,No,1
4099,29.0,male,High School,274421.0,7,MORTGAGE,35000.0,DEBTCONSOLIDATION,14.91,0.13,8.0,645,No,1
4100,32.0,male,Associate,233498.0,10,RENT,20000.0,MEDICAL,11.83,0.09,6.0,686,No,1
4101,27.0,male,Associate,63262.0,6,RENT,26000.0,MEDICAL,10.99,0.41,10.0,653,No,1
4102,27.0,female,Bachelor,69459.0,6,RENT,25475.0,HOMEIMPROVEMENT,15.99,0.37,7.0,577,No,1
4103,34.0,male,Associate,48619.0,12,RENT,25000.0,MEDICAL,10.25,0.51,8.0,638,No,1
4104,27.0,female,Bachelor,57029.0,2,RENT,25000.0,VENTURE,15.7,0.44,10.0,645,No,1
4105,33.0,female,Bachelor,58742.0,12,RENT,25000.0,DEBTCONSOLIDATION,9.99,0.43,10.0,619,No,1
4106,27.0,male,Bachelor,58795.0,3,RENT,25000.0,PERSONAL,10.59,0.43,7.0,564,No,1
4107,28.0,male,Master,60840.0,6,RENT,25000.0,MEDICAL,13.11,0.41,7.0,643,No,1
4108,32.0,male,Master,64598.0,8,RENT,25000.0,VENTURE,11.86,0.39,9.0,569,No,1
4109,30.0,female,Bachelor,65638.0,6,RENT,25000.0,MEDICAL,10.74,0.38,6.0,669,No,1
4110,29.0,male,Associate,58801.0,7,RENT,25000.0,HOMEIMPROVEMENT,13.61,0.43,8.0,603,No,1
4111,30.0,male,High School,238565.0,11,MORTGAGE,15000.0,DEBTCONSOLIDATION,11.01,0.06,9.0,563,No,1
4112,30.0,female,Bachelor,66405.0,8,RENT,25000.0,HOMEIMPROVEMENT,15.65,0.38,7.0,633,No,1
4113,27.0,male,Associate,60038.0,2,RENT,25000.0,DEBTCONSOLIDATION,11.36,0.42,5.0,647,No,1
4114,28.0,male,Bachelor,16938.0,6,OWN,6700.0,PERSONAL,9.63,0.4,5.0,635,No,1
4115,29.0,male,Associate,195789.0,6,RENT,25000.0,MEDICAL,20.0,0.13,9.0,675,No,1
4116,30.0,female,Associate,69340.0,10,RENT,25000.0,MEDICAL,11.36,0.36,9.0,617,No,1
4117,31.0,female,Master,72998.0,8,RENT,25000.0,HOMEIMPROVEMENT,8.9,0.34,10.0,663,No,1
4118,28.0,female,Master,72709.0,0,RENT,25000.0,MEDICAL,13.49,0.34,10.0,558,No,1
4119,27.0,male,Bachelor,73066.0,2,RENT,25000.0,VENTURE,11.01,0.34,8.0,679,No,1
4120,28.0,female,Bachelor,74454.0,6,RENT,25000.0,PERSONAL,9.91,0.34,7.0,692,No,1
4121,35.0,female,Bachelor,226473.0,13,RENT,5000.0,DEBTCONSOLIDATION,16.49,0.02,9.0,695,No,1
4122,28.0,male,Master,77042.0,5,RENT,25000.0,MEDICAL,11.36,0.32,8.0,667,No,1
4123,32.0,male,Bachelor,76633.0,10,RENT,25000.0,HOMEIMPROVEMENT,10.25,0.33,8.0,633,No,1
4124,30.0,male,Bachelor,78971.0,11,RENT,25000.0,DEBTCONSOLIDATION,10.38,0.32,8.0,590,No,1
4125,30.0,female,Bachelor,78839.0,3,RENT,25000.0,HOMEIMPROVEMENT,11.01,0.32,5.0,633,No,1
4126,31.0,female,Bachelor,79887.0,5,RENT,25000.0,DEBTCONSOLIDATION,7.51,0.31,9.0,644,No,1
4127,32.0,male,Master,226517.0,12,RENT,25000.0,DEBTCONSOLIDATION,10.62,0.11,5.0,664,No,1
4128,29.0,male,Bachelor,80366.0,7,RENT,25000.0,EDUCATION,11.48,0.31,10.0,669,No,1
4129,29.0,male,Bachelor,226664.0,5,RENT,25000.0,HOMEIMPROVEMENT,12.18,0.11,5.0,697,No,1
4130,30.0,male,High School,83734.0,7,RENT,25000.0,EDUCATION,14.09,0.3,5.0,645,No,1
4131,32.0,male,Associate,85227.0,7,RENT,25000.0,VENTURE,15.95,0.29,10.0,655,No,1
4132,27.0,male,Bachelor,85192.0,8,RENT,25000.0,PERSONAL,11.71,0.29,7.0,595,No,1
4133,32.0,male,Associate,77768.0,7,RENT,25000.0,DEBTCONSOLIDATION,15.2,0.32,5.0,596,No,1
4134,29.0,female,Bachelor,85069.0,8,RENT,25000.0,PERSONAL,14.83,0.29,6.0,670,No,1
4135,30.0,male,High School,87220.0,9,RENT,25000.0,VENTURE,16.32,0.29,5.0,590,No,1
4136,27.0,female,High School,87296.0,3,RENT,25000.0,EDUCATION,10.75,0.29,8.0,630,No,1
4137,31.0,female,Bachelor,70270.0,10,RENT,25000.0,MEDICAL,17.19,0.36,8.0,661,No,1
4138,32.0,female,High School,90385.0,8,RENT,25000.0,MEDICAL,10.38,0.28,8.0,603,No,1
4139,29.0,male,High School,83884.0,8,RENT,25000.0,PERSONAL,15.95,0.3,10.0,613,No,1
4140,30.0,female,Bachelor,91065.0,5,RENT,25000.0,PERSONAL,15.2,0.27,5.0,688,No,1
4141,34.0,male,Associate,90727.0,9,RENT,25000.0,DEBTCONSOLIDATION,10.38,0.28,8.0,576,No,1
4142,35.0,male,Associate,18055.0,12,OWN,5550.0,DEBTCONSOLIDATION,10.37,0.31,8.0,615,No,1
4143,27.0,male,Bachelor,83935.0,8,RENT,25000.0,VENTURE,13.75,0.3,6.0,635,No,1
4144,30.0,male,Bachelor,91941.0,8,RENT,25000.0,PERSONAL,9.99,0.27,8.0,647,No,1
4145,30.0,male,High School,93531.0,12,RENT,25000.0,PERSONAL,10.75,0.27,8.0,614,No,1
4146,34.0,male,Master,214811.0,11,MORTGAGE,12000.0,DEBTCONSOLIDATION,15.65,0.06,5.0,697,No,1
4147,30.0,male,High School,94882.0,7,RENT,25000.0,HOMEIMPROVEMENT,11.01,0.26,9.0,635,No,1
4148,31.0,male,Master,94946.0,7,RENT,25000.0,MEDICAL,10.75,0.26,8.0,730,No,1
4149,27.0,female,Associate,87487.0,5,RENT,25000.0,DEBTCONSOLIDATION,15.95,0.29,6.0,637,No,1
4150,29.0,male,Bachelor,179235.0,7,MORTGAGE,11200.0,MEDICAL,16.89,0.06,9.0,642,No,1
4151,29.0,female,Bachelor,208716.0,9,MORTGAGE,28000.0,DEBTCONSOLIDATION,17.49,0.13,10.0,614,No,1
4152,32.0,male,Bachelor,96904.0,12,RENT,25000.0,VENTURE,11.01,0.26,8.0,653,No,1
4153,35.0,female,Associate,96996.0,15,RENT,25000.0,VENTURE,14.09,0.26,10.0,596,No,1
4154,33.0,male,High School,96697.0,13,RENT,25000.0,MEDICAL,11.86,0.26,8.0,617,No,1
4155,32.0,female,Bachelor,97143.0,8,RENT,25000.0,MEDICAL,12.87,0.26,9.0,584,No,1
4156,30.0,male,Bachelor,18002.0,7,OWN,9250.0,HOMEIMPROVEMENT,14.96,0.51,10.0,683,No,1
4157,30.0,female,Associate,18284.0,5,OWN,5000.0,MEDICAL,14.96,0.27,9.0,625,No,1
4158,28.0,male,Bachelor,18895.0,4,OWN,4375.0,PERSONAL,12.42,0.23,9.0,573,No,1
4159,31.0,male,Bachelor,202682.0,7,RENT,20000.0,VENTURE,11.01,0.1,7.0,701,No,1
4160,30.0,female,Master,202793.0,6,MORTGAGE,10000.0,EDUCATION,8.94,0.05,5.0,646,No,1
4161,28.0,male,Master,202736.0,3,RENT,15000.0,DEBTCONSOLIDATION,17.26,0.07,9.0,638,No,1
4162,27.0,female,Associate,202478.0,4,MORTGAGE,24000.0,DEBTCONSOLIDATION,17.26,0.12,9.0,671,No,1
4163,29.0,female,Associate,18891.0,7,OWN,5000.0,PERSONAL,7.51,0.26,7.0,644,No,1
4164,28.0,female,Bachelor,94739.0,7,RENT,25000.0,PERSONAL,11.01,0.26,5.0,707,No,1
4165,31.0,male,Associate,19231.0,10,MORTGAGE,2000.0,DEBTCONSOLIDATION,16.89,0.1,8.0,619,No,1
4166,29.0,male,Bachelor,196754.0,7,RENT,4000.0,VENTURE,16.29,0.02,6.0,630,No,1
4167,31.0,male,High School,103745.0,9,RENT,25000.0,DEBTCONSOLIDATION,16.0,0.24,5.0,691,No,1
4168,29.0,male,Associate,106691.0,6,RENT,25000.0,PERSONAL,14.46,0.23,10.0,622,No,1
4169,28.0,female,Master,19148.0,4,MORTGAGE,4000.0,HOMEIMPROVEMENT,15.37,0.21,10.0,672,No,1
4170,35.0,male,High School,18883.0,12,OWN,3700.0,HOMEIMPROVEMENT,9.32,0.2,6.0,682,No,1
4171,30.0,male,Associate,91597.0,6,RENT,25000.0,MEDICAL,15.27,0.27,9.0,598,No,1
4172,27.0,male,Master,115702.0,0,RENT,25000.0,VENTURE,16.89,0.22,10.0,689,No,1
4173,31.0,male,Bachelor,192085.0,5,MORTGAGE,16000.0,DEBTCONSOLIDATION,15.65,0.08,6.0,595,No,1
4174,28.0,male,High School,191586.0,5,RENT,6000.0,PERSONAL,15.95,0.03,10.0,574,No,1
4175,31.0,female,High School,19388.0,7,MORTGAGE,4000.0,PERSONAL,8.9,0.21,5.0,613,No,1
4176,34.0,female,Bachelor,190736.0,12,MORTGAGE,12000.0,VENTURE,11.01,0.06,8.0,668,No,1
4177,31.0,male,Bachelor,190491.0,4,RENT,10200.0,DEBTCONSOLIDATION,15.99,0.05,7.0,646,No,1
4178,34.0,male,High School,19575.0,10,OWN,3800.0,VENTURE,7.49,0.19,9.0,595,No,1
4179,32.0,female,Associate,128134.0,11,RENT,25000.0,DEBTCONSOLIDATION,16.63,0.2,7.0,577,No,1
4180,33.0,male,High School,19865.0,10,OWN,5900.0,VENTURE,11.01,0.3,7.0,646,No,1
4181,28.0,female,High School,130842.0,4,RENT,25000.0,EDUCATION,14.61,0.19,6.0,626,No,1
4182,30.0,male,Associate,19783.0,10,MORTGAGE,6250.0,DEBTCONSOLIDATION,5.79,0.32,6.0,621,No,1
4183,29.0,male,Associate,136453.0,4,RENT,25000.0,EDUCATION,15.31,0.18,6.0,670,No,1
4184,30.0,female,Associate,124006.0,3,RENT,25000.0,MEDICAL,15.7,0.2,7.0,700,No,1
4185,27.0,female,Doctorate,19647.0,5,OWN,6400.0,EDUCATION,7.74,0.33,9.0,685,No,1
4186,35.0,male,Associate,148392.0,11,RENT,25000.0,PERSONAL,17.19,0.17,8.0,646,No,1
4187,29.0,female,Associate,20249.0,2,OWN,3000.0,VENTURE,7.9,0.15,8.0,709,No,1
4188,30.0,male,Associate,20288.0,8,MORTGAGE,7275.0,MEDICAL,5.42,0.36,10.0,561,No,1
4189,31.0,male,Associate,166812.0,9,RENT,25000.0,VENTURE,13.24,0.15,7.0,637,No,1
4191,31.0,male,High School,167935.0,8,RENT,25000.0,VENTURE,15.37,0.15,8.0,611,No,1
4192,30.0,male,Bachelor,178654.0,6,RENT,25000.0,EDUCATION,15.95,0.14,8.0,591,No,1
4193,27.0,male,High School,20038.0,5,OTHER,5750.0,DEBTCONSOLIDATION,11.01,0.29,8.0,672,No,1
4195,30.0,female,Associate,178434.0,11,RENT,22200.0,EDUCATION,19.42,0.12,8.0,654,No,1
4196,29.0,female,Bachelor,151818.0,6,RENT,9000.0,MEDICAL,16.77,0.06,8.0,679,No,1
4197,28.0,male,High School,214863.0,9,RENT,25000.0,EDUCATION,14.46,0.12,7.0,653,No,1
4198,27.0,female,Associate,268928.0,8,RENT,25000.0,EDUCATION,18.3,0.09,9.0,677,No,1
4199,33.0,male,Associate,299258.0,10,RENT,25000.0,DEBTCONSOLIDATION,14.11,0.08,6.0,629,No,1
4200,33.0,female,Associate,20865.0,9,OWN,3000.0,HOMEIMPROVEMENT,5.99,0.14,6.0,678,No,1
4201,31.0,male,High School,21682.0,11,MORTGAGE,2400.0,MEDICAL,14.72,0.11,7.0,606,No,1
4202,28.0,female,Doctorate,94580.0,5,RENT,24625.0,HOMEIMPROVEMENT,18.36,0.26,5.0,675,No,1
4203,30.0,male,Bachelor,39324.0,8,RENT,24250.0,PERSONAL,11.12,0.62,5.0,671,No,1
4204,30.0,male,Bachelor,44381.0,7,RENT,24250.0,DEBTCONSOLIDATION,12.61,0.55,7.0,655,No,1
4205,27.0,female,High School,89741.0,4,RENT,24250.0,DEBTCONSOLIDATION,15.31,0.27,8.0,587,No,1
4206,28.0,female,High School,20618.0,5,OWN,5000.0,MEDICAL,13.98,0.24,8.0,534,No,1
4207,28.0,male,Associate,21093.0,4,OWN,5000.0,EDUCATION,9.88,0.24,7.0,633,No,1
4208,28.0,male,Associate,178487.0,4,MORTGAGE,15000.0,HOMEIMPROVEMENT,15.65,0.08,5.0,658,No,1
4209,29.0,female,Bachelor,130519.0,7,RENT,24250.0,PERSONAL,16.0,0.19,9.0,705,No,1
4210,32.0,female,Associate,21310.0,11,OWN,3200.0,PERSONAL,14.84,0.15,7.0,608,No,1
4211,31.0,female,Master,127378.0,7,RENT,24250.0,MEDICAL,15.31,0.19,5.0,555,No,1
4212,27.0,male,Bachelor,154605.0,6,RENT,24250.0,DEBTCONSOLIDATION,14.59,0.16,10.0,627,No,1
4213,27.0,male,Master,57560.0,2,RENT,24000.0,DEBTCONSOLIDATION,17.14,0.42,5.0,702,No,1
4214,35.0,female,Master,59868.0,13,RENT,24000.0,DEBTCONSOLIDATION,15.2,0.4,10.0,594,No,1
4215,28.0,female,Associate,70347.0,5,RENT,24000.0,EDUCATION,10.75,0.34,10.0,540,No,1
4216,28.0,male,Doctorate,65930.0,4,RENT,24000.0,VENTURE,16.45,0.36,8.0,540,No,1
4218,30.0,male,High School,78865.0,10,RENT,24000.0,HOMEIMPROVEMENT,7.9,0.3,5.0,640,No,1
4219,31.0,male,Associate,73162.0,10,RENT,24000.0,DEBTCONSOLIDATION,17.43,0.33,9.0,572,No,1
4220,28.0,female,Master,81535.0,5,RENT,24000.0,DEBTCONSOLIDATION,7.49,0.29,10.0,639,No,1
4221,27.0,female,Bachelor,22496.0,6,OWN,5000.0,EDUCATION,7.9,0.22,9.0,653,No,1
4222,29.0,female,Bachelor,87411.0,5,RENT,24000.0,EDUCATION,7.66,0.27,6.0,604,No,1
4223,27.0,male,Associate,87375.0,0,RENT,24000.0,VENTURE,14.96,0.27,10.0,668,No,1
4224,28.0,female,High School,87306.0,5,RENT,24000.0,MEDICAL,13.85,0.27,5.0,597,No,1
4225,30.0,female,Master,22384.0,11,MORTGAGE,2200.0,MEDICAL,11.01,0.1,6.0,651,No,1
4226,27.0,female,High School,92239.0,4,RENT,24000.0,MEDICAL,10.99,0.26,5.0,662,No,1
4227,27.0,male,High School,94525.0,2,RENT,24000.0,PERSONAL,10.99,0.25,10.0,575,No,1
4228,30.0,female,Associate,102661.0,8,RENT,24000.0,PERSONAL,16.82,0.23,8.0,699,No,1
4229,32.0,female,Associate,22402.0,9,OWN,4750.0,VENTURE,7.88,0.21,6.0,674,No,1
4230,31.0,male,Bachelor,166512.0,11,RENT,24000.0,PERSONAL,15.65,0.14,5.0,632,No,1
4231,28.0,male,High School,90777.0,8,RENT,23850.0,VENTURE,16.29,0.26,10.0,545,No,1
4232,29.0,female,Bachelor,49038.0,5,RENT,23500.0,DEBTCONSOLIDATION,11.12,0.48,8.0,581,No,1
4233,34.0,male,Master,55599.0,11,RENT,23500.0,PERSONAL,11.36,0.42,9.0,723,No,1
4234,28.0,female,Bachelor,71012.0,6,RENT,23500.0,DEBTCONSOLIDATION,14.72,0.33,7.0,669,No,1
4235,28.0,female,Associate,22398.0,4,OWN,6350.0,MEDICAL,13.57,0.28,5.0,563,No,1
4236,28.0,male,Bachelor,91016.0,3,RENT,23000.0,EDUCATION,10.51,0.25,9.0,703,No,1
4237,30.0,female,High School,87421.0,6,RENT,23000.0,EDUCATION,12.18,0.26,6.0,696,No,1
4238,27.0,female,Bachelor,63285.0,6,RENT,22950.0,VENTURE,13.49,0.36,9.0,584,No,1
4239,35.0,male,Associate,60781.0,10,RENT,22750.0,MEDICAL,6.54,0.37,9.0,679,No,1
4240,29.0,male,Associate,56162.0,10,RENT,22750.0,DEBTCONSOLIDATION,14.46,0.41,9.0,684,No,1
4241,34.0,female,Associate,84792.0,10,RENT,22650.0,VENTURE,11.01,0.27,6.0,679,No,1
4242,28.0,male,Associate,56844.0,1,RENT,22500.0,EDUCATION,14.96,0.4,9.0,600,No,1
4244,35.0,female,Associate,83203.0,13,RENT,22400.0,EDUCATION,12.99,0.27,7.0,681,No,1
4245,32.0,male,High School,88488.0,7,RENT,22400.0,EDUCATION,12.69,0.25,5.0,695,No,1
4246,29.0,female,Associate,71026.0,8,RENT,22000.0,MEDICAL,13.67,0.31,6.0,661,No,1
4247,31.0,female,Bachelor,83842.0,10,RENT,22000.0,DEBTCONSOLIDATION,13.67,0.26,7.0,654,No,1
4248,27.0,male,High School,23976.0,6,OWN,7800.0,HOMEIMPROVEMENT,15.58,0.33,5.0,625,No,1
4249,35.0,female,Bachelor,73143.0,13,RENT,21725.0,VENTURE,15.62,0.3,10.0,576,No,1
4250,29.0,female,Associate,24254.0,7,OWN,6000.0,VENTURE,11.01,0.25,5.0,554,No,1
4251,33.0,female,Master,96759.0,9,RENT,21600.0,EDUCATION,18.64,0.22,10.0,640,No,1
4252,30.0,male,Bachelor,78388.0,10,RENT,21500.0,MEDICAL,6.91,0.27,10.0,598,No,1
4253,33.0,female,Bachelor,24100.0,11,OWN,6000.0,PERSONAL,11.99,0.25,7.0,686,No,1
4254,35.0,male,Bachelor,49179.0,13,RENT,21000.0,VENTURE,19.41,0.43,10.0,671,No,1
4255,33.0,female,Bachelor,57849.0,10,RENT,21000.0,PERSONAL,11.01,0.36,8.0,680,No,1
4256,33.0,male,Associate,70072.0,12,RENT,21000.0,HOMEIMPROVEMENT,16.29,0.3,5.0,660,No,1
4257,30.0,male,High School,24523.0,6,MORTGAGE,4750.0,HOMEIMPROVEMENT,13.61,0.19,8.0,684,No,1
4258,31.0,male,Associate,79766.0,7,RENT,21000.0,PERSONAL,10.37,0.26,10.0,540,No,1
4259,28.0,female,Bachelor,83058.0,6,RENT,21000.0,DEBTCONSOLIDATION,12.69,0.25,8.0,637,No,1
4260,28.0,male,High School,86102.0,7,RENT,21000.0,PERSONAL,11.01,0.24,9.0,628,No,1
4261,31.0,male,Master,87341.0,9,RENT,21000.0,DEBTCONSOLIDATION,11.99,0.24,6.0,590,No,1
4262,33.0,female,Master,100386.0,12,RENT,21000.0,DEBTCONSOLIDATION,11.71,0.21,7.0,588,No,1
4263,29.0,male,Bachelor,112604.0,6,RENT,21000.0,EDUCATION,12.42,0.19,10.0,621,No,1
4264,28.0,male,Master,121738.0,4,RENT,21000.0,DEBTCONSOLIDATION,11.01,0.17,5.0,649,No,1
4265,34.0,male,Master,166273.0,10,RENT,21000.0,HOMEIMPROVEMENT,18.79,0.13,10.0,719,No,1
4266,31.0,female,High School,40149.0,4,RENT,20500.0,DEBTCONSOLIDATION,11.03,0.51,6.0,614,No,1
4267,35.0,male,Bachelor,49977.0,12,RENT,20500.0,EDUCATION,12.53,0.41,6.0,706,No,1
4268,28.0,female,High School,70832.0,7,RENT,20500.0,EDUCATION,16.82,0.29,5.0,619,No,1
4269,35.0,female,Master,65594.0,12,RENT,20500.0,PERSONAL,14.61,0.31,5.0,628,No,1
4270,33.0,male,High School,60663.0,9,RENT,20400.0,HOMEIMPROVEMENT,6.54,0.34,7.0,655,No,1
4271,31.0,male,Associate,37391.0,8,RENT,20200.0,PERSONAL,14.74,0.54,5.0,589,No,1
4272,27.0,male,High School,63684.0,3,RENT,20050.0,MEDICAL,17.58,0.31,10.0,625,No,1
4273,32.0,female,Associate,48586.0,12,RENT,20000.0,DEBTCONSOLIDATION,13.11,0.41,5.0,717,No,1
4275,31.0,male,Associate,51348.0,6,RENT,20000.0,VENTURE,13.57,0.39,6.0,703,No,1
4276,32.0,female,Master,44847.0,10,RENT,20000.0,DEBTCONSOLIDATION,11.01,0.45,8.0,629,No,1
4277,30.0,female,Bachelor,55041.0,7,RENT,20000.0,VENTURE,11.86,0.36,7.0,652,No,1
4278,30.0,male,High School,60627.0,5,RENT,20000.0,VENTURE,13.49,0.33,10.0,628,No,1
4279,27.0,male,Associate,60860.0,1,RENT,20000.0,DEBTCONSOLIDATION,11.01,0.33,9.0,545,No,1
4280,28.0,male,Associate,25086.0,3,OWN,10000.0,MEDICAL,11.01,0.4,7.0,623,No,1
4281,29.0,female,Master,63433.0,5,RENT,20000.0,VENTURE,11.01,0.32,5.0,698,No,1
4282,30.0,male,Bachelor,63983.0,5,RENT,20000.0,HOMEIMPROVEMENT,10.37,0.31,7.0,580,No,1
4283,33.0,female,High School,64731.0,11,RENT,20000.0,PERSONAL,13.04,0.31,10.0,567,No,1
4284,28.0,male,Bachelor,65671.0,5,RENT,20000.0,MEDICAL,7.9,0.3,8.0,674,No,1
4285,32.0,male,High School,65714.0,8,RENT,20000.0,VENTURE,11.11,0.3,7.0,653,No,1
4286,27.0,male,High School,65761.0,4,RENT,20000.0,MEDICAL,10.99,0.3,8.0,599,No,1
4287,35.0,female,High School,67135.0,13,RENT,20000.0,HOMEIMPROVEMENT,6.62,0.3,9.0,651,No,1
4288,27.0,female,Master,66667.0,6,RENT,20000.0,DEBTCONSOLIDATION,13.48,0.3,9.0,629,No,1
4289,32.0,female,Bachelor,66945.0,10,RENT,20000.0,VENTURE,11.83,0.3,7.0,630,No,1
4290,27.0,male,Master,68532.0,3,RENT,20000.0,HOMEIMPROVEMENT,12.18,0.29,10.0,691,No,1
4291,28.0,male,Master,69211.0,3,RENT,20000.0,DEBTCONSOLIDATION,11.71,0.29,6.0,701,No,1
4292,33.0,male,Master,69450.0,12,RENT,20000.0,MEDICAL,12.53,0.29,10.0,697,No,1
4293,28.0,male,Bachelor,62612.0,8,RENT,20000.0,DEBTCONSOLIDATION,15.65,0.32,8.0,679,No,1
4294,29.0,male,Associate,70604.0,9,RENT,20000.0,EDUCATION,9.91,0.28,10.0,623,No,1
4295,30.0,male,Master,70643.0,6,RENT,20000.0,PERSONAL,14.72,0.28,5.0,696,No,1
4296,31.0,male,Master,71976.0,6,RENT,20000.0,DEBTCONSOLIDATION,7.51,0.28,10.0,682,No,1
4297,28.0,male,Bachelor,73267.0,3,RENT,20000.0,PERSONAL,10.99,0.27,10.0,550,No,1
4298,30.0,female,Bachelor,65862.0,10,RENT,20000.0,DEBTCONSOLIDATION,14.84,0.3,9.0,619,No,1
4299,27.0,male,High School,73061.0,7,RENT,20000.0,EDUCATION,10.99,0.27,6.0,606,No,1
